Date,COP,KWEB,ABNB,RXRX,AAPL,VRTX,ASTS,XSW,GS,RGTI,XLF,DUK,OKLO,UFO,REGN,LMT,QBTS,BABA,EOG,XOM,BEAM,ITB,ARKX,AMGN,AIQ,QTUM,PHM,MU,LIN,TOL,NLR,RTX,AEM,IPAY,MARA,XLI,APD,IDNA,RIOT,VRT,INTC,PACB,AXP,LEU,AMZN,MRK,XHB,PEJ,SNPS,SHW,XLP,DELL,ADBE,TWST,RCL,OKTA,DTCR,SO,UNH,LLY,MS,GLD,STX,LUNR,MAR,FTNT,SMR,COIN,V,MRVL,WFC,KO,WGMI,CDNS,TSM,TXN,IBIT,CIEN,MAGS,QCOM,PLTR,CVX,BIIB,GRID,TAN,JPM,URA,FSLR,COST,FINX,OIH,RKLB,XLRE,AMAT,ZS,XLV,BWXT,LHX,GD,HOOD,XAR,NOC,BAC,WPM,GOOGL,NXT,EDIT,CRSP,PPA,ICLN,JNJ,XOP,CCJ,XBI,JD,KTOS,ASML,KBE,CIBR,GDXJ,IONQ,PDD,PEP,TSLA,ABBV,INTU,FCX,NUE,SPY,CRM,NEM,ENPH,CEG,DAL,PG,MSFT,VST,BEKE,DHI,HACK,ETN,SLB,META,BUG,PFE,COF,B,GDX,UAL,URNM,SMH,CQQQ,PYPL,XLC,AMD,IBB,BIDU,IAI,KBWB,NEE,NTLA,RUN,ITA,NVR,ORCL,AVAV,ARKG,GILD,MA
2023-10-23,5969400,12976600,5442500,2068300,55980100,1566000,3054400,9400,2959800,1936600,55913700,3172100,41400,5100,473400,1502400,974900,12715200,2281300,18185000,2167800,3267500,37300,2433500,289100,25100,3260400,9762000,1648700,1399000,57300,8357200,3051800,24200,63932600,12076800,722600,30100,38368300,6632100,53924700,3617600,5313500,106400,48260000,8493000,5460200,38000,764300,3265800,13777300,2945000,2172600,612300,3863500,11192100,4700,3700200,2357700,2781900,12847100,9479800,2148500,331300,1848300,4085000,2693000,13635700,5071700,8743500,13785800,21212700,235700,1346000,8227900,5398200,,1575600,44600,6679200,55967200,16232400,963000,41700,786500,10133400,2017400,1552200,1776500,34100,471000,3143900,6709100,3820100,1281500,12344200,411300,1392500,1265800,5031500,128700,802000,59857200,2942400,26317900,2012600,1258500,1765400,132100,4051000,5874000,4924900,2819800,10621800,14827200,1349800,905100,3920900,370300,6729900,11506300,7374300,5795800,150683400,3903300,1523300,11470800,1807200,92035100,4564100,10710600,6271000,950800,12427600,5981800,24374700,2998100,4663100,2290300,59200,2759400,9655500,17796800,165300,29412100,1834400,19608900,16690200,9656000,790900,9910500,354800,13629400,6415200,50817400,2852800,2055800,8600,870400,15200700,1072300,14214300,584600,41000,10722600,283600,2016100,4049700,1771800
2023-10-24,4664400,35866900,3651600,2865400,43816600,997300,1211800,6600,1697100,3026100,35825000,3213100,18800,3800,346900,1367100,969100,17925800,1813900,16786100,1342900,2259400,25300,2253000,475100,18400,4691600,8450700,1590000,1281600,33000,25548200,1549800,22800,95449800,9324300,673200,8500,51057500,9674100,52673900,3107400,3521100,84100,46477400,6347900,4491200,134200,642900,3721400,12055600,4078500,2358100,606300,3259400,4577000,7400,3782100,1978200,2633000,9265500,6594000,4260300,166500,1810100,4714800,2966900,23689500,6844100,8380300,15097800,25290800,408900,2591000,7374800,7024400,,1033900,13300,8578600,39833800,17689900,795700,100300,639800,8881400,1956600,2342600,1678600,37400,400800,1977100,5749200,5238800,1087300,9375900,396400,1259000,1060600,5658200,156200,771700,55975700,2568900,44814300,2017800,1962100,1651900,370400,2403500,6155300,4573100,4774800,8836600,18331400,1340000,1333900,4289900,421800,4210800,18483500,10939500,5265200,118231100,3362900,958900,12380500,2139300,78564200,3959600,9802900,5093400,1930900,8662800,6322000,31153600,2668400,7498000,2194000,70000,2360100,8407100,19525500,104800,26923800,2597600,12439800,13488300,7842400,1155100,7822700,108600,9733900,6181200,51982900,2177200,3350000,8900,2415600,20060300,1193300,14654000,528300,25900,6174000,260300,2932900,5424800,2003300
2023-10-25,5010600,18140100,4844500,2231800,57157000,958000,1864900,35000,1809300,1684500,59240100,2652800,7900,7700,340100,1228900,1702300,11390200,2421900,22047300,1266600,2999800,62600,2302300,577200,46500,2521400,11924300,1492900,1109100,29800,22157600,3147400,41200,53992900,10996000,687300,31300,37323800,17130500,44658500,4887300,2841400,112100,74577500,7849200,5168300,41000,853600,2266700,11351100,4581200,2526000,1051500,5235200,3970400,8700,3781700,2380100,2283300,8461700,10087000,3147600,103700,1784800,4252300,1622800,13773200,10365300,9165800,13849000,16701000,320300,1514500,13027100,12349200,,922800,24400,8571600,46706500,10502400,1204000,59200,1036000,8242600,2377600,1380700,1757500,102400,756200,2225900,8454400,7118100,1389900,11427000,396200,1150300,2440600,5804800,146600,1062100,45522400,1461400,84366200,3692100,1263500,1229500,167500,2257200,5880800,4440300,4682300,7727800,10666800,1262400,1322700,3549600,268700,6511100,12868700,7159100,4534600,107065100,5461500,2459400,10861900,1565100,94223200,4490000,21804700,5181600,1575000,11186400,6172900,55053800,2652500,3558100,1649200,108400,1810900,8571800,42192500,104700,28857900,2369400,20366300,21062700,8362500,976900,12447800,115600,22784100,11531200,53424500,2915100,1777000,48600,1144900,19262400,1514500,25134200,652300,26100,7081700,379300,2053700,5148000,3504500
2023-10-26,6066500,17234200,5217500,2731500,70625300,942100,2201800,10700,2011200,1500900,56046100,3033500,97100,5900,351200,1432000,1301800,13010400,2367500,18768300,1340100,4722100,49300,2269900,293700,18800,2378100,16697900,2168400,1258300,49700,33222400,4849000,59600,32254600,15387400,745100,21700,24072400,10790600,59142500,6324700,3378000,101800,100419500,11335700,4364400,59900,630200,1536400,13662200,4406100,2876700,872800,9953800,2368200,3700,4655100,2675800,2846500,10903200,7671400,5171000,222900,1528000,5490500,1461900,8294500,6414500,7733800,15480300,16228400,245900,1721900,9377300,7888800,,1332900,49700,8705200,49351800,10830400,1364700,99900,788000,9109400,2117600,1163200,1925300,84500,548400,3093800,10663200,5462700,1397100,14699100,421000,1859000,1580900,4447800,107400,1545600,60921000,1830900,57061100,5407500,1283800,1919400,197300,2829200,7612500,4610200,6322900,10562700,17135200,943600,1093000,3158500,392200,11535200,12436500,5821300,5147000,115112600,5569400,1584400,10294400,1891500,115156800,5149100,59217300,7766600,1652700,10230800,7582100,37828500,2926000,4874800,2382600,96500,1699900,8157500,66684100,155000,27162700,3549700,23166400,37274000,8741600,1154100,15094800,60500,17045600,14266200,49896400,2480400,1411500,8700,1520100,17357800,2143200,13853800,805100,19600,7565600,299700,1786700,4630900,6920100
2023-10-27,5312500,20847600,5201600,3264300,58499100,910700,1145300,5200,2601700,1699600,73057300,2764300,129200,4300,438900,1288400,1085800,10795600,2779000,23092000,1410000,2076600,36700,2874900,237500,16300,2096300,9980300,1945300,984000,62700,21946800,3629000,37400,27482800,13062000,648200,25200,16637300,7865300,84128200,4412400,3442500,109600,125309300,8933800,3846300,44700,559700,1426800,17587700,5273200,2985600,708900,5109500,1630100,700,4214300,2585600,2717400,11099100,14102800,4000800,591200,1282300,5317800,1951700,9010600,5540900,8914300,13582800,13626500,114100,1428100,12480700,5327500,,1455100,21700,7292000,39913600,24524300,1089300,302800,1843300,17434700,1833000,3162500,1503100,32200,559400,2275700,10350600,4397300,1089700,13566100,416300,2383600,1816200,4421200,160100,805700,64709300,1751600,44566500,3712400,1634900,3692100,191900,4788600,11385800,5566100,3507500,14361300,14522200,987000,819400,3184700,268900,9412900,7936500,7148500,5078000,94881200,9427200,1563800,10565300,1491300,107367700,3168600,20582300,19391300,1128700,10826500,8131800,29856500,3259100,3974700,2065700,67300,1780900,6944500,29596300,112500,33877100,6534100,25548500,31547300,7817900,908000,11346300,121000,18382700,10356300,52458700,2862200,1666100,33500,890100,11921000,1921400,13881900,690300,15000,5207900,204500,2624400,6037800,3624900
2023-10-30,5830500,22784300,5218000,2582100,51131000,872400,1568500,5900,3065200,1616800,48978100,2426900,35900,3500,371300,948800,1451600,8980500,2614600,19379900,1244500,1842800,27200,2974600,330500,20000,1862900,10667700,1478000,1725200,58800,23380600,3345200,34200,31761800,11242700,668000,37000,18914900,6218900,36656300,6644800,3303300,178700,72485500,6915500,3433700,34400,697800,1920000,12224000,3741900,2806900,1792600,4435700,1963000,2600,3945800,2555400,2290900,9769600,8756400,2985900,750800,1485100,5594200,1319100,6454600,5170300,8004700,14141900,15014300,204500,1095700,9785500,6640800,,866400,8400,6634000,46886400,13857100,857200,37900,1007000,9855500,1996500,5294600,1696200,29900,387800,2317800,7071900,4604600,1215600,15224500,560800,2121800,1485100,3914000,134200,1032600,41891900,1610500,28940100,3025400,1119800,1883500,126000,6265400,8205300,5117400,4868500,9575600,8090900,946300,746700,1947400,310900,6375000,12284700,6870700,4625900,136448200,9258500,1410200,11163100,1201100,86562700,3438300,14514100,10784900,1271600,10783100,5412800,22828100,2499500,5199900,1871700,32500,2518800,6698000,28435100,87100,33063500,3923400,17416300,21899300,8390000,408400,8836000,69500,13168900,9146500,43716600,1858800,2737200,14000,622200,11017700,1774300,10023400,582700,13800,5433700,191700,1545000,4760800,3386400
2023-10-31,4505000,26783100,4647400,2441200,44846000,987700,1490100,6500,2611000,1363500,41050100,3094500,30800,2200,382200,1418700,1218000,12094300,2368400,22185200,3498800,3017900,35300,4885100,164100,23100,2400100,8268400,2020700,1015000,43600,18663800,3592600,39500,22365600,10540200,871700,15100,14947700,5648500,41185200,13047800,3737200,162100,51589400,7522600,3513100,25800,729700,1249000,8586400,3114100,2052300,903800,3394200,1636300,2700,4856500,2464200,3661400,8949000,10104600,3707600,273400,1234000,4076500,2417500,6334600,4828400,6668500,11919200,16639400,102100,1618800,9004900,6570300,,1169200,18500,6485500,40195400,14261300,681400,51900,762400,9672500,3141400,3926300,1394700,64600,472600,1947900,8490800,4108100,769600,13917400,606900,2436400,2534200,3753200,69600,1089700,50106700,2812400,26292300,1994100,1589700,71600,147000,4608300,7576900,3808900,13147500,16209700,12274600,1256100,1020300,1111800,772800,10396500,7301700,13548700,5947400,118068300,10394000,1071900,9175200,1454300,79665200,3425400,15768900,5808600,1942000,9104300,6762100,20265300,2819600,9673200,1904000,47100,4811000,8045900,19434200,137300,42648200,2619200,17720900,30992600,6842400,2235600,7900300,75200,12942500,6375400,79547100,2180900,1899200,22200,2825700,19978300,1164700,11769300,484500,21400,6258400,153700,1757300,4684100,2978800
2023-11-01,8350900,16308300,9336500,4287200,56934900,1003500,1349800,14200,2345400,2634300,51764100,3944500,224400,4700,419500,1267000,2098900,9550000,3394600,28984900,1839700,5758400,38500,2509600,213500,18900,3653700,16777500,1564900,2132000,49400,20200200,2631400,68600,31215300,14715300,1121000,16600,24654600,5920400,41710700,9670000,2332600,117600,61529400,5838100,7257500,52400,939000,1327600,18709400,3407600,2644500,847300,3712700,1612900,3600,4880600,2747400,2935900,9429000,9048600,4662800,168100,2313700,5825500,2495400,6878600,4996200,8445700,19850300,14110800,178600,1582900,9508800,7503200,,1114300,18500,12809900,54419100,10819600,841700,145100,715800,9432000,3329800,4725500,1735300,27400,594900,1998600,8343100,5127800,1522300,13802600,1083200,1457800,1490500,4146000,76100,841000,44046300,1606200,30082400,2689000,1828400,4750100,330300,2943900,5733000,4217400,5113300,13408500,9874300,951800,1005800,2012200,364000,9133900,9031500,6902000,6682500,121661700,4207800,2041200,9698600,1724800,98068100,3593600,13935900,8043100,2751300,9336700,5896900,28158800,3786500,7295000,3186000,42300,3716200,6197300,20434600,84400,23568300,2186000,17331500,29754900,8361000,826100,11750500,117300,25259700,8172400,138641500,2103600,2012700,7100,1695200,13428900,1667500,13153400,747500,26800,8602400,191100,2705100,5446100,2354700
2023-11-02,9068700,14503300,14053500,3995800,77334800,1138000,1907500,20500,2597000,3539400,47417000,4553000,221300,6300,729300,1242000,3961900,10606300,4313600,25212700,1517100,6573300,42500,2470400,416300,31400,3721200,11926000,1586700,1997000,50400,15755700,2721000,38600,41686700,10739800,856700,17100,28604100,5638600,35440000,7220800,3108400,109900,52236700,5379100,8881400,93100,1001500,1495500,21175900,3747200,2634800,960700,3182400,3697500,7100,5970700,2350900,5181300,11638000,7343700,2608100,420400,3054300,9607500,1703600,12596200,6286700,9121500,19998500,13087200,232100,1774300,11032600,6297900,,958700,17500,22106100,170406800,11099100,802500,86900,1509500,10186200,1658500,2288900,2100600,49200,686200,3825000,8882200,6088400,1426700,11894000,948600,1953900,1749300,7793500,170000,1353400,63278300,1681900,27124600,2279400,1463600,3067400,374300,3786300,5349100,5007300,7325100,12267900,8440900,1733700,1527400,4785700,366300,9402600,11769000,8313400,5413400,125987600,4066800,1509200,9225600,899800,94938900,4963600,12085600,8325900,1894600,9711700,5859200,24348100,3556500,5417300,4602300,44900,2628600,5811800,21631800,142200,29640900,3287100,22598200,15682800,6850000,916300,11736200,68400,35348000,7342500,71377000,2598000,1679800,40300,687000,15076500,1624200,22116600,823000,26400,5918300,138300,4518100,6166100,2816000
2023-11-03,5935600,31303100,9020400,6320900,79829200,1456800,4030500,7400,3742000,3067100,58801300,4022900,34200,4900,456200,1365400,1748500,15148300,5531600,30555600,2400300,4127700,28700,2509800,362900,19300,3094200,14457900,1339300,2164600,24800,21269500,3484400,39800,43816500,10001200,1011600,20200,27466900,6202500,30502700,9383400,2667700,98000,44059800,6005900,6653900,229800,710600,1444600,17201100,3924400,2066300,1236800,3884300,2111300,5300,5554400,2739500,3056500,14951100,8530400,2313400,441100,1746000,38074400,2035600,12193500,5029800,9774500,16147500,13958700,219200,1525400,9226700,5818700,,1481700,38000,10670100,109302000,13160000,992600,103500,1106800,9538700,2196100,2573000,1826800,60900,316200,3381000,8575200,5560300,2640800,11635600,742200,2183800,1004300,8838300,112400,785700,62613600,2065900,26393100,1865400,4107300,3071200,300500,2526200,4926800,4929600,5512900,21082600,13891200,2795000,906900,2329400,414800,16256600,9590600,7646900,4063300,119534800,5414500,2419600,9307300,1174800,100167800,3861900,12703100,6113000,1853200,12310200,6587700,23637700,3980900,4457300,4076400,89800,1852900,5896900,16764300,198700,28071000,3376700,28433600,44113800,13069800,1277800,8177200,388600,18742100,7059000,65632200,2513300,2821500,9700,939800,13938000,2369500,17902000,622500,22000,7280000,167100,5693800,7040000,2269100
2023-11-06,4610800,23492300,7702000,3445600,63841300,1999000,1424800,18400,2087600,3137600,40599700,3370700,15700,5900,422700,1440800,1554000,9786400,4344500,19097300,1333500,2957100,48400,2768100,281700,9900,2345300,10073900,1464000,1174300,86100,5950700,1943200,40100,30637700,6899400,1242300,19500,21872300,5246500,23877200,4887500,2490000,97600,44970400,5951200,3940100,70000,651500,1048200,14663200,6350300,2593400,913300,2298200,2120400,28800,5497000,2684900,3978500,8140300,8274700,2219600,297200,1543700,16649700,2334000,9881900,5254100,6334500,15148600,12673200,124800,1173000,8402700,6601400,,887400,20500,7756400,79952600,10634200,1061300,33300,1087000,7625100,1798300,1816700,2056900,40400,476300,2412300,7431300,4823200,1481200,8425100,574600,1963600,1286800,4896600,139300,636800,45548000,1689500,19052700,1432200,1950200,2819000,112700,3122200,4851400,4489100,3995100,11110600,10031800,1010400,651300,2162200,335100,5652900,10032100,5803900,5784600,117335800,4377000,1475500,7805900,1007300,67831700,3729700,13362600,4802100,2530800,8225800,6480800,23828300,5641400,6238100,3634500,50500,1584200,5165500,12887700,144600,27381200,2340500,15218100,26550900,7315400,1091300,5423600,62400,17246800,4962500,49270400,1730900,1997000,9300,403000,9299500,1479800,10703200,656800,18500,6062800,138700,2838000,6649800,2020500
2023-11-07,5491000,14387800,5163900,5484600,70530000,1930400,1582500,14900,1505000,1228300,27442000,3054500,10400,3500,670800,1220100,914100,8829400,3582100,20272500,1449700,2825800,20000,2526500,307100,45700,1949800,8248400,2647400,1120100,29600,6352900,2873300,26800,32002200,7244500,4484500,24200,20864900,4686000,32052000,3619400,1583300,129700,53553500,6616400,2602700,39900,662400,1017200,12567700,5657300,3993600,837500,2189800,1785400,3000,5092600,2604800,3168200,7657700,6795800,1868300,184800,2057200,14908300,1229900,6762300,4219700,5323700,13796900,10449300,185000,1173800,6241300,5193000,,1090100,15100,7898400,56289100,15054600,1483300,2005000,1066600,6297900,2632300,2521900,1373100,41200,1036200,2078600,6579300,4886800,1969900,8241900,393800,1102200,804600,13420500,184600,1009700,33081900,2004000,29757300,2183800,3243900,3867100,107500,2857400,4840400,7573500,4600600,12723200,8691900,1156100,529000,1425700,257100,8766800,7873200,5661000,4687200,116900100,5024400,1409200,12611900,1116200,64256100,5467100,98183700,3913900,2271500,10497700,6003800,25833900,6032500,10521300,4306900,60500,1503600,17838000,14055600,123400,18086400,2009700,19613600,42313000,6793300,742100,4600400,113600,13038500,5996200,50550200,2632700,1888200,5700,432200,9615500,1487400,8892700,442400,25000,7412600,174200,2708600,7609000,2324200
2023-11-08,5884300,13770900,7814000,3870800,49340300,1276400,1537000,24300,1484400,1496400,30165800,3623800,11000,3200,637200,1386400,2754100,8154600,3840500,19184100,1939400,1825100,51300,1916800,190100,18400,1618600,9917600,1631400,1042800,64000,9844700,3263400,49800,32485800,7494200,2465000,29400,22190800,4825800,33483400,4512800,1804500,321700,44521700,8152100,2888300,66400,791500,1173800,10481700,3526300,3079200,747100,3787500,2236500,5400,4665700,1769200,7776400,8075200,6738300,1777800,180600,1511400,13597000,2405000,7286000,5117500,8417900,19418700,13744000,217900,1075900,6537700,6901400,,924900,37400,7681900,46063100,12654100,2802000,83400,918900,7618200,1762100,2964100,1343600,71000,721100,2413500,7298000,4305900,1690900,10021100,330600,966200,694900,27080200,147200,952700,31896000,1435300,26425800,2578300,1866400,3057500,203600,2607400,5460000,7344500,4981100,11677800,7328800,1078400,727000,1564800,282900,9952400,7449400,4103800,4926600,106584800,5299100,1428400,10634700,1184000,61746000,3433500,17943100,3850000,1730200,14144100,4832600,26767800,4593400,10145800,2581700,66500,1508800,13767100,13609700,131500,29398300,2054000,14699500,25654000,9896400,1274400,6165000,104500,20518500,4573700,41880600,2607200,1491600,11700,600100,12781600,1331800,9861100,455500,17500,10994900,443900,2928500,13103500,2838400
2023-11-09,4306200,13332200,5519600,3961700,53763500,1207100,2180900,17400,1787900,2902600,34336600,3441800,97000,4100,622200,1775500,3944200,10885100,1827000,18380500,1307800,4781200,27000,2266000,234000,12000,1770200,22435900,1305400,1232100,31600,9638100,2177000,29900,90786600,12232900,1909200,21900,53622500,6119900,48955800,3522000,2052900,164600,36235400,7377000,4933900,41900,789000,1116300,10336900,3555700,2336600,895100,2604400,2423900,5100,5923300,1819600,6279800,9497200,6486300,2333600,250600,1490100,9651300,7414200,20941400,4866600,14767200,14006500,12021100,367000,1151000,8166000,7061200,,962900,10800,9002700,48454200,10359500,1578000,32100,753900,7992500,2485800,3050500,1288400,41400,534800,4978400,7336200,4979900,1431900,13905500,412100,1022100,1733000,15764200,73400,971300,32267900,1666200,23747800,1574100,1756900,2470600,136600,2142800,6973600,4475600,5871900,12529200,7365800,660700,1221600,2410000,567300,6766700,16070300,3866300,5639300,142110500,14970300,1384000,9730500,1026600,83174400,4731400,24427600,3962800,1603200,8513100,6581500,24847300,2870800,6244700,2276300,46500,2428900,9278600,16103100,123900,28737700,1801900,11114500,19587000,7876100,1162100,10529700,57000,12568700,4941200,61146900,2322200,1856300,5500,409600,17147900,2940100,8781600,453000,17800,6853900,208400,3963000,8878900,2657100
2023-11-10,4602300,13389600,4773500,3457100,66133400,1315800,1733200,8600,1781400,2692800,35146100,2491100,280200,8000,994800,1525400,1430000,9779500,1934300,17825500,1147500,3079200,19500,2070600,216300,23800,2055900,12306000,1378100,845100,51700,10351200,1892100,21200,42279700,9576200,1554500,103100,25662200,5791900,38862500,4997800,2088100,115500,49287800,7627100,4463800,22800,1109200,1518300,9266200,2560000,3062700,1063000,1606000,1441100,5100,5902500,2480800,3645900,8924000,7606600,1964800,304100,1165700,6708900,4330300,9827900,4094400,11251900,14706600,11678900,209000,1754100,19281700,7214700,,932500,22600,12191600,92748000,11988200,1330300,64200,820800,7983300,2384900,2560700,1908800,127400,504200,2543200,5969000,6699400,1910300,10401300,641200,799000,1102800,10981400,54300,758500,32858500,1929600,26913300,1466900,1259000,2255300,203400,3002300,6930700,3947700,4164600,10564700,6971800,660200,1246700,1816200,350000,7232100,11916300,3127100,5552900,130994000,4586400,1147800,9922100,915100,89462200,4112600,20512200,3826600,1219700,7536700,5387200,28042100,2719000,7083500,2374600,51000,1632300,9267900,19096200,109800,33844100,2503700,12123000,19074900,6412900,644000,11426800,56500,9682100,5105500,75135900,2001900,1658700,25900,396600,12776100,2302300,15770100,357300,20300,5233900,168000,2722200,5946700,2807000
2023-11-13,3225700,17031100,3408800,3202800,43627500,957400,3638500,8600,1403300,1416100,28327300,3396400,42500,4100,736700,1003800,942400,11236900,2413500,15308400,3288400,2497000,46900,1579800,246200,19000,1935800,9116000,1420000,703600,55400,7740300,1657200,30400,31332300,6598000,1110300,33600,18073300,4239600,24558300,4798700,1753600,105700,35680600,5878200,2468600,39300,713200,1079300,8540800,3234700,2505100,738200,3907400,1605300,8700,5187100,1507900,5744800,4868400,5385900,2538600,401100,1075600,6038900,3673100,8860400,4088500,6348900,12159700,12798200,154700,1174600,9526300,4345400,,841000,54000,7959200,74877500,8747700,856400,20800,940000,6676300,3045900,2612700,1650700,61100,324900,2034500,4313800,4125200,1467500,11373800,468600,887800,1569200,7994900,138400,1020300,28521800,1447000,18324800,1365100,1343200,2855200,98400,1760100,5889300,2997800,5745600,11836700,14208800,1396500,641200,1938700,331500,3693500,12006000,4139800,5402300,140447600,4454700,1177100,8944500,733200,52236100,3306600,20068100,2923000,891600,7144400,6297500,19986500,2692200,6317800,2045900,57600,1421800,6853600,16908900,115700,35519900,3009900,12043800,13324200,6552400,975100,7058900,64700,11861100,7809400,46741900,1866500,2545100,9500,396200,8951800,1446800,9657900,521300,9900,5740500,302700,2432500,4742500,1614600
2023-11-14,5421700,28615700,8405200,9753000,60108400,1578100,4378300,23300,3592700,3786300,54296300,5739200,7400,7100,545200,1336800,2061700,20897600,2556100,18260500,2133100,8748100,63700,2060000,334300,23100,3182400,12972700,1350500,2818300,116900,13128900,2120800,48200,37575400,12873000,1759300,32000,22081300,6316000,45457400,6988000,2968600,237000,56674600,6944400,9208500,166600,784900,1664000,13606200,5171800,2884900,1534100,3618600,1896400,17900,5711500,2454000,3827600,12287700,6831600,2673200,516600,1853400,6778100,3579600,10137700,14092000,12492700,20183800,12697100,171100,1684200,13873200,7051600,,941500,107900,11255400,83230500,11224400,999700,65900,3167900,9927700,1891100,3964600,2037600,46200,654100,24910200,10526900,6505000,2469700,11216900,334000,1277000,1115600,10708700,129000,1064800,66676300,1541200,32395200,1552400,2082600,1993000,151700,6302200,6713600,5042300,4847500,18577900,18328100,1796400,1166800,3750700,426600,12615200,10069500,6419700,6238900,149771600,4509200,2005700,11724600,1239700,97176900,4743800,23998500,9412000,1433300,10993800,7982600,27683900,4171400,8866900,3968800,80600,1801200,6989700,17179400,234100,40084300,3213700,15685100,31498100,6980100,741300,9744900,259700,16775400,6034400,61017400,2894400,2105600,12100,747100,13399500,2322600,24617500,465100,22200,6733700,239600,5178300,5534400,2733900
2023-11-15,4733300,45667400,6851400,11063900,53790500,3234900,8149700,22100,2534500,2803300,35000200,3175600,135600,5300,502100,1098400,1895100,28991000,3861900,20137600,1805500,3595300,57800,2795100,430300,18200,1833000,9954000,1139900,1362900,40500,10757800,1596000,19200,64345300,8516300,1262000,23700,31966600,8154000,47392100,5491700,3272600,91600,63875700,7392600,4306200,74500,1284400,1201300,10618900,5267000,3088900,1007700,3286800,1550300,17400,3392300,2473700,4287000,9841600,4909400,1891900,433900,1516200,6946400,3197100,11968900,13258900,8896000,17268100,10201900,196700,2123100,10422900,5957000,,1121200,41000,7789100,75533500,10052100,1346400,36300,2191000,8365300,2245900,2988800,2165100,49300,534700,8002300,7168900,4383300,1954000,9262700,774600,1246500,1073600,11201200,102400,649600,46968900,1264000,23861500,1642000,1735400,1808400,180000,5864700,6729100,3725500,4238600,15130200,32265300,1286100,918500,3854900,765100,4456300,12077300,8663100,5611200,150354000,6473200,1711300,14733400,820100,77327600,4800700,17021300,8214400,1982200,10580600,7672600,26860100,4098700,17688600,2534100,62900,2678000,8328000,14531200,95600,43614600,3303800,11303700,16306700,10065900,412300,9002900,223300,15222100,5401800,59555600,2556000,3603100,11300,548600,11295000,1682700,17936700,497400,19300,7386200,224500,4172900,7102100,2434600
2023-11-16,6733200,45815300,4177300,5886300,54412900,3094500,2118800,20100,1620400,2108900,33222500,3872300,7300,2500,493800,912900,892900,63008500,4075100,22469100,1157300,2760300,41900,2366200,352700,14400,2212100,12989000,1228100,914300,15800,7578700,2471000,23700,39678400,8611100,1537100,25400,20282700,4630200,86405700,4216100,3749100,74300,49653500,7889700,4014900,47300,816400,1327700,16536300,4044300,2040400,1391100,3124500,1405700,3200,4517100,2360300,3030500,6757600,8253300,1738800,280900,1284200,8052100,3212700,7073800,7051600,17783800,16931200,16010400,109300,1696700,8459000,5599400,,1512800,55300,11655700,49942800,14031300,790700,47500,1278000,8126200,2545100,2325200,2954700,49100,915700,4810400,5026800,10513800,1701300,7665900,532600,1431700,824400,13541300,154500,429900,36952800,1919900,28013200,1521900,1333100,3379600,92500,4600800,6875600,6708200,4679400,11621000,19515600,793600,854700,2157100,545700,8691400,7567900,5822400,5386400,136816800,5257000,1198400,10034700,1334800,66665800,3712300,11921500,4306600,1474500,7756300,7590500,27182300,4827800,7917200,2364400,43800,1633000,11053300,18932600,92100,32407200,2825100,14929300,34034700,5829600,690200,7281100,175500,12748600,7438400,49661900,1938700,3128000,4800,976600,11155400,1136400,11199600,463100,25000,7476100,161200,3838500,6820700,3060600
2023-11-17,5799100,17497400,3795700,4749200,50922700,2035200,2301100,5400,1465200,1050200,31336100,3340600,20600,3000,354500,898600,681300,35497300,3667500,22984900,2616600,2727400,28100,2642900,255600,13500,2079600,9376900,1542500,738500,30500,7343900,1647700,102700,27601800,8034400,1537400,32200,16492500,5138900,49735000,8640600,2975800,93000,49636700,6767000,3023600,62900,599900,1104400,10761100,4052500,1968500,4295300,2727000,1035100,2400,4594500,2676900,2628200,6080700,4871100,1478600,258500,1295300,5021300,2246300,7361800,7238200,6730500,13893800,14475800,64700,1013300,7243000,7524200,,1287600,32400,6543300,69497400,11075600,1447300,37900,1033600,7812400,2097600,1876600,1773600,57100,724400,3904200,4417300,18912700,1293800,6766100,323300,889600,1060600,9142200,56100,519800,38493300,1165800,37240600,865900,2645300,6521200,114000,2771600,7023300,5217400,5219300,13854700,11776600,791400,627600,2577400,377700,5094700,7095800,6476100,5583100,142532800,4332300,1127100,8961500,983100,83133200,3634900,8347300,3690500,1487900,8447200,8495600,40157000,2903000,6556400,1938700,62400,2036200,14077300,14494400,81500,27009200,2309700,9300600,14430300,4941600,944700,5167100,71900,12138000,3914300,38508900,1624400,2640100,12100,1321600,10136300,1894800,9963300,399200,23000,4791300,277500,4319500,7874500,2365500
